CodigoCNES,NomeFantasia,codigo_tratado,nome_tratado
"OrderedDict([('codigo', '5728754')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO NATALUSKA DANTAS DOS SANTOS ARAUJO')])",5728754,CONSULTORIO ODONTOLOGICO NATALUSKA DANTAS DOS SANTOS ARAUJO
"OrderedDict([('codigo', '5728770')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO WADLEIA ALVES')])",5728770,CONSULTORIO ODONTOLOGICO WADLEIA ALVES
"OrderedDict([('codigo', '5728797')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO SUSANNE DE SOUZA OLIVEIRA MEIRA LIM')])",5728797,CONSULTORIO ODONTOLOGICO SUSANNE DE SOUZA OLIVEIRA MEIRA LIM
"OrderedDict([('codigo', '5728827')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO CLAUDIA BARBALHO SILVA DE CARVALHO')])",5728827,CONSULTORIO ODONTOLOGICO CLAUDIA BARBALHO SILVA DE CARVALHO
"OrderedDict([('codigo', '5728851')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO LEILA MARIA GUEDES QUEIROZ')])",5728851,CONSULTORIO ODONTOLOGICO LEILA MARIA GUEDES QUEIROZ
"OrderedDict([('codigo', '6023479')])","OrderedDict([('Nome', 'REVITALIS ODONTOLOGIA INTEGRADA')])",6023479,REVITALIS ODONTOLOGIA INTEGRADA
"OrderedDict([('codigo', '3843793')])","OrderedDict([('Nome', 'CONSULTORIO DR MARCIO AUGUSTO')])",3843793,CONSULTORIO DR MARCIO AUGUSTO
"OrderedDict([('codigo', '3845575')])","OrderedDict([('Nome', 'CONSULTORIO DRA KARINA MACHADO GALVAO')])",3845575,CONSULTORIO DRA KARINA MACHADO GALVAO
"OrderedDict([('codigo', '3665143')])","OrderedDict([('Nome', 'CONSULTORIO DR DOMINGOS SAVIO RODRIGUES')])",3665143,CONSULTORIO DR DOMINGOS SAVIO RODRIGUES
"OrderedDict([('codigo', '5972469')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ALICE GUSMAO')])",5972469,CONSULTORIO ODONTOLOGICO DRA ALICE GUSMAO
"OrderedDict([('codigo', '5981549')])","OrderedDict([('Nome', 'CONSULTORIO DRA GRACA BEZERRA')])",5981549,CONSULTORIO DRA GRACA BEZERRA
"OrderedDict([('codigo', '3889092')])","OrderedDict([('Nome', 'CONSULTORIO DR SEBASTIAO FRAGOSO')])",3889092,CONSULTORIO DR SEBASTIAO FRAGOSO
"OrderedDict([('codigo', '5656451')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO FLORENCIO AUGUSTO LUCIANO PICADO')])",5656451,CONSULTORIO ODONTOLOGICO FLORENCIO AUGUSTO LUCIANO PICADO
"OrderedDict([('codigo', '5661420')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ALEXANDRE PINTO MAIA')])",5661420,CONSULTORIO ODONTOLOGICO ALEXANDRE PINTO MAIA
"OrderedDict([('codigo', '6032451')])","OrderedDict([('Nome', 'CONSULTORIO DOONTOLOGICO DRA JACQUELINE GARCIA')])",6032451,CONSULTORIO DOONTOLOGICO DRA JACQUELINE GARCIA
"OrderedDict([('codigo', '3617327')])","OrderedDict([('Nome', 'CENTRO DE REFERENCIA EM SAUDE DO TRABALHADOR')])",3617327,CENTRO DE REFERENCIA EM SAUDE DO TRABALHADOR
"OrderedDict([('codigo', '3788008')])","OrderedDict([('Nome', 'CONSULTORIO DR BRUNO ROBERTO SOARES')])",3788008,CONSULTORIO DR BRUNO ROBERTO SOARES
"OrderedDict([('codigo', '3803112')])","OrderedDict([('Nome', 'CONSULTORIO DRA RAIONARA ALVINA MEDEIROS')])",3803112,CONSULTORIO DRA RAIONARA ALVINA MEDEIROS
"OrderedDict([('codigo', '5703573')])","OrderedDict([('Nome', 'CONSULTORIO GUSTAVO MEDEIROS CAVALCANTE')])",5703573,CONSULTORIO GUSTAVO MEDEIROS CAVALCANTE
"OrderedDict([('codigo', '3586383')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO OTONIEL OSVALDO DE ALBUQUERQUE')])",3586383,CONSULTORIO ODONTOLOGICO OTONIEL OSVALDO DE ALBUQUERQUE
"OrderedDict([('codigo', '3594955')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO FERNANDO MEDEIROS')])",3594955,CONSULTORIO ODONTOLOGICO FERNANDO MEDEIROS
"OrderedDict([('codigo', '3623122')])","OrderedDict([('Nome', 'ANGIODERMA')])",3623122,ANGIODERMA
"OrderedDict([('codigo', '3630439')])","OrderedDict([('Nome', 'CONSULTORIO DR JOSE MARIO RODRIGUES')])",3630439,CONSULTORIO DR JOSE MARIO RODRIGUES
"OrderedDict([('codigo', '3637492')])","OrderedDict([('Nome', 'UROCOOPRN')])",3637492,UROCOOPRN
"OrderedDict([('codigo', '3640159')])","OrderedDict([('Nome', 'CLINICA ANGIONEURO')])",3640159,CLINICA ANGIONEURO
"OrderedDict([('codigo', '3660931')])","OrderedDict([('Nome', 'CLINICA ODONTO MEDICA LAGOA NOVA')])",3660931,CLINICA ODONTO MEDICA LAGOA NOVA
"OrderedDict([('codigo', '3703029')])","OrderedDict([('Nome', 'CONSULTORIO DR JARBAS UCHOA')])",3703029,CONSULTORIO DR JARBAS UCHOA
"OrderedDict([('codigo', '3703061')])","OrderedDict([('Nome', 'CONSULTORIO DRA ROSANA FOLADOR')])",3703061,CONSULTORIO DRA ROSANA FOLADOR
"OrderedDict([('codigo', '3665216')])","OrderedDict([('Nome', 'VISAO CLINICA')])",3665216,VISAO CLINICA
"OrderedDict([('codigo', '3670058')])","OrderedDict([('Nome', 'CONSULTORIO DRA LUCIA AMORIM MARTINS')])",3670058,CONSULTORIO DRA LUCIA AMORIM MARTINS
"OrderedDict([('codigo', '3670236')])","OrderedDict([('Nome', 'CONSULTORIO DRA ELIONE GUEDES DA SILVA')])",3670236,CONSULTORIO DRA ELIONE GUEDES DA SILVA
"OrderedDict([('codigo', '3670376')])","OrderedDict([('Nome', 'CONSULTORIO DR GUARACI DA COSTA')])",3670376,CONSULTORIO DR GUARACI DA COSTA
"OrderedDict([('codigo', '3670422')])","OrderedDict([('Nome', 'CONSULTORIO DRA ANA SIMARA ALVES')])",3670422,CONSULTORIO DRA ANA SIMARA ALVES
"OrderedDict([('codigo', '3670732')])","OrderedDict([('Nome', 'CENTRO DE ESPECIALIDADES MEDICAS')])",3670732,CENTRO DE ESPECIALIDADES MEDICAS
"OrderedDict([('codigo', '3671518')])","OrderedDict([('Nome', 'CONSULTORIO DRA ADRIANA SIQUEIRA')])",3671518,CONSULTORIO DRA ADRIANA SIQUEIRA
"OrderedDict([('codigo', '6019668')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA CONCEICAO')])",6019668,CONSULTORIO ODONTOLOGICO DRA CONCEICAO
"OrderedDict([('codigo', '2693615')])","OrderedDict([('Nome', 'LABORATORIO CENTRAL')])",2693615,LABORATORIO CENTRAL
"OrderedDict([('codigo', '3670716')])","OrderedDict([('Nome', 'UNICLINICA PROFEMME')])",3670716,UNICLINICA PROFEMME
"OrderedDict([('codigo', '3670791')])","OrderedDict([('Nome', 'CLINICA DE MEDICINA E ESTETICA')])",3670791,CLINICA DE MEDICINA E ESTETICA
"OrderedDict([('codigo', '3671658')])","OrderedDict([('Nome', 'CONSULTORIO DRA ALESANDRA KARLA FONSECA')])",3671658,CONSULTORIO DRA ALESANDRA KARLA FONSECA
"OrderedDict([('codigo', '5031842')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ELISABETH CRISTINA')])",5031842,CONSULTORIO ODONTOLOGICO DRA ELISABETH CRISTINA
"OrderedDict([('codigo', '5351049')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO AL CONSULTORIO LTDA ME')])",5351049,CONSULTORIO MEDICO AL CONSULTORIO LTDA ME
"OrderedDict([('codigo', '5999650')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA SUELY MEDEIROS ALVES')])",5999650,CONSULTORIO ODONTOLOGICO DRA SUELY MEDEIROS ALVES
"OrderedDict([('codigo', '3702715')])","OrderedDict([('Nome', 'CONSULTORIO DR CAIO FLAVIO FERNANDES')])",3702715,CONSULTORIO DR CAIO FLAVIO FERNANDES
"OrderedDict([('codigo', '3663507')])","OrderedDict([('Nome', 'CONSULTORIO DE DRA ETIENE RAMALHO DIAS')])",3663507,CONSULTORIO DE DRA ETIENE RAMALHO DIAS
"OrderedDict([('codigo', '5203457')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR JOSE TEIXEIRA')])",5203457,CONSULTORIO ODONTOLOGICO DR JOSE TEIXEIRA
"OrderedDict([('codigo', '5963052')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA CAMILA PONTES')])",5963052,CONSULTORIO ODONTOLOGICO DRA CAMILA PONTES
"OrderedDict([('codigo', '3745643')])","OrderedDict([('Nome', 'CONSULTORIO DR ARNALDO RODRIGUES')])",3745643,CONSULTORIO DR ARNALDO RODRIGUES
"OrderedDict([('codigo', '5194938')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA OFELIA GOMES')])",5194938,CONSULTORIO ODONTOLOGICO DRA OFELIA GOMES
"OrderedDict([('codigo', '5201578')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA PATRICIA REBOUCAS')])",5201578,CONSULTORIO ODONTOLOGICO DRA PATRICIA REBOUCAS
"OrderedDict([('codigo', '5236177')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MARIA JOSE')])",5236177,CONSULTORIO ODONTOLOGICO DRA MARIA JOSE
"OrderedDict([('codigo', '4013638')])","OrderedDict([('Nome', 'UROCENTRO')])",4013638,UROCENTRO
"OrderedDict([('codigo', '3052400')])","OrderedDict([('Nome', 'ECOCENTRO')])",3052400,ECOCENTRO
"OrderedDict([('codigo', '3189104')])","OrderedDict([('Nome', 'USF IGAPO')])",3189104,USF IGAPO
"OrderedDict([('codigo', '3194752')])","OrderedDict([('Nome', 'USF FELIPE CAMARAO III')])",3194752,USF FELIPE CAMARAO III
"OrderedDict([('codigo', '3213110')])","OrderedDict([('Nome', 'CIRUCOR')])",3213110,CIRUCOR
"OrderedDict([('codigo', '3215202')])","OrderedDict([('Nome', 'INSTITUTO DE GINECOLOGIA E ULTRA SONOGRAFIA DE NATAL LT')])",3215202,INSTITUTO DE GINECOLOGIA E ULTRA SONOGRAFIA DE NATAL LT
"OrderedDict([('codigo', '3227227')])","OrderedDict([('Nome', 'PEDRO ANISIO FILHO')])",3227227,PEDRO ANISIO FILHO
"OrderedDict([('codigo', '3228606')])","OrderedDict([('Nome', 'ROSANGELA OLIVEIRA CAMARA')])",3228606,ROSANGELA OLIVEIRA CAMARA
"OrderedDict([('codigo', '3234770')])","OrderedDict([('Nome', 'VERONICA DE LOURDES TRINDADE PINTO NEGREIROS')])",3234770,VERONICA DE LOURDES TRINDADE PINTO NEGREIROS
"OrderedDict([('codigo', '5208726')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR ALEXANDRE MAGNO')])",5208726,CONSULTORIO ODONTOLOGICO DR ALEXANDRE MAGNO
"OrderedDict([('codigo', '5210615')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ANITA MACIEL')])",5210615,CONSULTORIO ODONTOLOGICO DRA ANITA MACIEL
"OrderedDict([('codigo', '5214335')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR HENRIQUE PEREIRA')])",5214335,CONSULTORIO ODONTOLOGICO DR HENRIQUE PEREIRA
"OrderedDict([('codigo', '5255023')])","OrderedDict([('Nome', 'NV ODONTOLOGIA')])",5255023,NV ODONTOLOGIA
"OrderedDict([('codigo', '5267110')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA EDNA SILVEIRA')])",5267110,CONSULTORIO MEDICO DRA EDNA SILVEIRA
"OrderedDict([('codigo', '3236781')])","OrderedDict([('Nome', 'CLINICA PEDRO LOPES CARDOSO')])",3236781,CLINICA PEDRO LOPES CARDOSO
"OrderedDict([('codigo', '3239950')])","OrderedDict([('Nome', 'SANDRA REGINA DE OLIVEIRA')])",3239950,SANDRA REGINA DE OLIVEIRA
"OrderedDict([('codigo', '3244059')])","OrderedDict([('Nome', 'CARLOS ALEXANDRE CAVALCANTI XAVIER')])",3244059,CARLOS ALEXANDRE CAVALCANTI XAVIER
"OrderedDict([('codigo', '3245969')])","OrderedDict([('Nome', 'COI')])",3245969,COI
"OrderedDict([('codigo', '5326532')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DEUSDEDITE AVELINO DE ARAUJO')])",5326532,CONSULTORIO MEDICO DEUSDEDITE AVELINO DE ARAUJO
"OrderedDict([('codigo', '5330386')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO MAURICIO ALEIXO FIGUEIRA')])",5330386,CONSULTORIO ODONTOLOGICO MAURICIO ALEIXO FIGUEIRA
"OrderedDict([('codigo', '6334598')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA GISELLE OLIVEIRA')])",6334598,CONSULTORIO ODONTOLOGICO DRA GISELLE OLIVEIRA
"OrderedDict([('codigo', '5343178')])","OrderedDict([('Nome', 'ODONTOCLINICA')])",5343178,ODONTOCLINICA
"OrderedDict([('codigo', '5335140')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO CARLOS LEON CAMACHO')])",5335140,CONSULTORIO MEDICO CARLOS LEON CAMACHO
"OrderedDict([('codigo', '5337836')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO KLEBER GIOVANNI LUZ')])",5337836,CONSULTORIO MEDICO KLEBER GIOVANNI LUZ
"OrderedDict([('codigo', '5339510')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO FRANCISCA JUDITE FREIRE DE QUEIROZ')])",5339510,CONSULTORIO MEDICO FRANCISCA JUDITE FREIRE DE QUEIROZ
"OrderedDict([('codigo', '5342414')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO GRAZIELLE DE AZEVEDO PINHO')])",5342414,CONSULTORIO ODONTOLOGICO GRAZIELLE DE AZEVEDO PINHO
"OrderedDict([('codigo', '5342449')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO LIVIO RAMOS DE SOUZA')])",5342449,CONSULTORIO MEDICO LIVIO RAMOS DE SOUZA
"OrderedDict([('codigo', '5069394')])","OrderedDict([('Nome', 'UNIDENTAL')])",5069394,UNIDENTAL
"OrderedDict([('codigo', '3429970')])","OrderedDict([('Nome', 'EIMAR LOPES DE OLIVEIRA')])",3429970,EIMAR LOPES DE OLIVEIRA
"OrderedDict([('codigo', '5309344')])","OrderedDict([('Nome', 'CENTRO CARDIOLOGICO')])",5309344,CENTRO CARDIOLOGICO
"OrderedDict([('codigo', '5245257')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO VIRGILIO ALEXANDRINO NETO')])",5245257,CONSULTORIO ODONTOLOGICO VIRGILIO ALEXANDRINO NETO
"OrderedDict([('codigo', '5251869')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO SIMONE DE OLIVEIRA VILA MELO')])",5251869,CONSULTORIO ODONTOLOGICO SIMONE DE OLIVEIRA VILA MELO
"OrderedDict([('codigo', '5253918')])","OrderedDict([('Nome', 'ODONTO BOX')])",5253918,ODONTO BOX
"OrderedDict([('codigo', '5255678')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO MARIA DE FATIMA CAVALCANTE DE PAIVA')])",5255678,CONSULTORIO ODONTOLOGICO MARIA DE FATIMA CAVALCANTE DE PAIVA
"OrderedDict([('codigo', '5276594')])","OrderedDict([('Nome', 'CLINICA POTENGI')])",5276594,CLINICA POTENGI
"OrderedDict([('codigo', '5284368')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO MARIA AUXILIADORA TOSCANO CAVALCANT')])",5284368,CONSULTORIO ODONTOLOGICO MARIA AUXILIADORA TOSCANO CAVALCANT
"OrderedDict([('codigo', '5288134')])","OrderedDict([('Nome', 'ALEXANDRE DE OLIVEIRA PELAGIO')])",5288134,ALEXANDRE DE OLIVEIRA PELAGIO
"OrderedDict([('codigo', '5288223')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO FRANCISCO FIRMO DA ROCHA JUNIOR')])",5288223,CONSULTORIO MEDICO FRANCISCO FIRMO DA ROCHA JUNIOR
"OrderedDict([('codigo', '5106435')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA VIRGINIA MARIA DE MARIZ')])",5106435,CONSULTORIO ODONTOLOGICO DRA VIRGINIA MARIA DE MARIZ
"OrderedDict([('codigo', '5115299')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR HAROLDO DE SENA')])",5115299,CONSULTORIO ODONTOLOGICO DR HAROLDO DE SENA
"OrderedDict([('codigo', '5117348')])","OrderedDict([('Nome', 'SOS ADVENTURE')])",5117348,SOS ADVENTURE
"OrderedDict([('codigo', '5117542')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR SYLVIO DE HOLANDA')])",5117542,CONSULTORIO ODONTOLOGICO DR SYLVIO DE HOLANDA
"OrderedDict([('codigo', '5673828')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ANTONIO CAPISTRANO FERREIRA NOBRE N')])",5673828,CONSULTORIO ODONTOLOGICO ANTONIO CAPISTRANO FERREIRA NOBRE N
"OrderedDict([('codigo', '5182980')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MARIA RISOLANDIA')])",5182980,CONSULTORIO ODONTOLOGICO DRA MARIA RISOLANDIA
"OrderedDict([('codigo', '3309541')])","OrderedDict([('Nome', 'VIDA E IMAGEM')])",3309541,VIDA E IMAGEM
"OrderedDict([('codigo', '5295785')])","OrderedDict([('Nome', 'HOSPITAL NAVAL')])",5295785,HOSPITAL NAVAL
"OrderedDict([('codigo', '5338018')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO JOAO LUIS MOUSINHO MONTE')])",5338018,CONSULTORIO MEDICO JOAO LUIS MOUSINHO MONTE
"OrderedDict([('codigo', '5342163')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ANA LIGIA D DA COSTA')])",5342163,CONSULTORIO ODONTOLOGICO ANA LIGIA D DA COSTA
"OrderedDict([('codigo', '5342198')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO CARLOS ALEXANDRE GUERRA FONSECA')])",5342198,CONSULTORIO MEDICO CARLOS ALEXANDRE GUERRA FONSECA
"OrderedDict([('codigo', '5343038')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO LEDA MARIA MACIEL SALDANHA RODRIGUES')])",5343038,CONSULTORIO MEDICO LEDA MARIA MACIEL SALDANHA RODRIGUES
"OrderedDict([('codigo', '5343119')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO MYLENE CRISTINA PINTO DE PAIVA ALMEIDA')])",5343119,CONSULTORIO MEDICO MYLENE CRISTINA PINTO DE PAIVA ALMEIDA
"OrderedDict([('codigo', '5344859')])","OrderedDict([('Nome', 'CLINICA WASHINGTON FAELANTE')])",5344859,CLINICA WASHINGTON FAELANTE
"OrderedDict([('codigo', '5350549')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO ADRIANA VALERIA DE CARVALHO MORAIS DANTAS')])",5350549,CONSULTORIO MEDICO ADRIANA VALERIA DE CARVALHO MORAIS DANTAS
"OrderedDict([('codigo', '5314267')])","OrderedDict([('Nome', 'HOSPITAL ESTADUAL DOUTOR RUY PEREIRA DOS SANTOS')])",5314267,HOSPITAL ESTADUAL DOUTOR RUY PEREIRA DOS SANTOS
"OrderedDict([('codigo', '2408546')])","OrderedDict([('Nome', 'CLINLEG')])",2408546,CLINLEG
"OrderedDict([('codigo', '5483417')])","OrderedDict([('Nome', 'CENTRO DE PATOLOGIA CLINICA S S LTDA')])",5483417,CENTRO DE PATOLOGIA CLINICA S S LTDA
"OrderedDict([('codigo', '3421104')])","OrderedDict([('Nome', 'SOS FACE')])",3421104,SOS FACE
"OrderedDict([('codigo', '3436098')])","OrderedDict([('Nome', 'EUGENIO CARLOS ARAUJO')])",3436098,EUGENIO CARLOS ARAUJO
"OrderedDict([('codigo', '3436071')])","OrderedDict([('Nome', 'NUCLEO DE FISIOTERAPIA E CLINICA MEDICA')])",3436071,NUCLEO DE FISIOTERAPIA E CLINICA MEDICA
"OrderedDict([('codigo', '2656833')])","OrderedDict([('Nome', 'CLINICA PEDRO CAVALCANTI')])",2656833,CLINICA PEDRO CAVALCANTI
"OrderedDict([('codigo', '3448452')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA LUZEILDE FLORENCIA')])",3448452,CONSULTORIO ODONTOLOGICO DRA LUZEILDE FLORENCIA
"OrderedDict([('codigo', '2380463')])","OrderedDict([('Nome', 'INCOR NATAL')])",2380463,INCOR NATAL
"OrderedDict([('codigo', '2408643')])","OrderedDict([('Nome', 'CAPS III LESTE ANDRE LUIS')])",2408643,CAPS III LESTE ANDRE LUIS
"OrderedDict([('codigo', '2409127')])","OrderedDict([('Nome', 'CAPS OESTE DRA NISE DA SILVEIRA')])",2409127,CAPS OESTE DRA NISE DA SILVEIRA
"OrderedDict([('codigo', '2654016')])","OrderedDict([('Nome', 'CASA DE SAUDE SAO LUCAS')])",2654016,CASA DE SAUDE SAO LUCAS
"OrderedDict([('codigo', '2679523')])","OrderedDict([('Nome', 'CAPS AD NORTE JOSE JEOVA DOS SANTOS')])",2679523,CAPS AD NORTE JOSE JEOVA DOS SANTOS
"OrderedDict([('codigo', '3450155')])","OrderedDict([('Nome', 'CLINICA JOSE CABRAL')])",3450155,CLINICA JOSE CABRAL
"OrderedDict([('codigo', '3525716')])","OrderedDict([('Nome', 'DIAGNOSE')])",3525716,DIAGNOSE
"OrderedDict([('codigo', '3358623')])","OrderedDict([('Nome', 'LABORATORIO S N S DA CANDELARIA')])",3358623,LABORATORIO S N S DA CANDELARIA
"OrderedDict([('codigo', '3355500')])","OrderedDict([('Nome', 'CLINICA CRISTO REI')])",3355500,CLINICA CRISTO REI
"OrderedDict([('codigo', '3355772')])","OrderedDict([('Nome', 'CENTRO OTORRINO')])",3355772,CENTRO OTORRINO
"OrderedDict([('codigo', '3355934')])","OrderedDict([('Nome', 'CENTRO INTEGRADO FRANCISCO BEZERRA')])",3355934,CENTRO INTEGRADO FRANCISCO BEZERRA
"OrderedDict([('codigo', '3356566')])","OrderedDict([('Nome', 'SERVIMED')])",3356566,SERVIMED
"OrderedDict([('codigo', '3357287')])","OrderedDict([('Nome', 'CEMED')])",3357287,CEMED
"OrderedDict([('codigo', '3357317')])","OrderedDict([('Nome', 'CLINICA CORPORIS')])",3357317,CLINICA CORPORIS
"OrderedDict([('codigo', '3357333')])","OrderedDict([('Nome', 'CLINICA MEDICA DRA TAMAR')])",3357333,CLINICA MEDICA DRA TAMAR
"OrderedDict([('codigo', '3357384')])","OrderedDict([('Nome', 'CLINICA SATELITE')])",3357384,CLINICA SATELITE
"OrderedDict([('codigo', '3358771')])","OrderedDict([('Nome', 'LABORATORIO POTENGI')])",3358771,LABORATORIO POTENGI
"OrderedDict([('codigo', '3358801')])","OrderedDict([('Nome', 'CENTRO VITAL')])",3358801,CENTRO VITAL
"OrderedDict([('codigo', '3358836')])","OrderedDict([('Nome', 'ANGIO VASCULAR HOSPITAL')])",3358836,ANGIO VASCULAR HOSPITAL
"OrderedDict([('codigo', '3355438')])","OrderedDict([('Nome', 'CLINICA NEUROLOGICA PROFESSOR TEOTONIO COSTA NETO LTDA')])",3355438,CLINICA NEUROLOGICA PROFESSOR TEOTONIO COSTA NETO LTDA
"OrderedDict([('codigo', '3358313')])","OrderedDict([('Nome', 'CEN CENTRO DE ENDOCRINOLOGIA DE NATAL LTDA')])",3358313,CEN CENTRO DE ENDOCRINOLOGIA DE NATAL LTDA
"OrderedDict([('codigo', '3358372')])","OrderedDict([('Nome', 'ANGIOCARDIO')])",3358372,ANGIOCARDIO
"OrderedDict([('codigo', '3358402')])","OrderedDict([('Nome', 'REGINA CELY DE MEDEIROS ALCOFORADO')])",3358402,REGINA CELY DE MEDEIROS ALCOFORADO
"OrderedDict([('codigo', '3358577')])","OrderedDict([('Nome', 'CLINICA NASCER')])",3358577,CLINICA NASCER
"OrderedDict([('codigo', '3358615')])","OrderedDict([('Nome', 'CENTRO DE NEUROFISIOLOGIA CLINICA')])",3358615,CENTRO DE NEUROFISIOLOGIA CLINICA
"OrderedDict([('codigo', '3358658')])","OrderedDict([('Nome', 'CLINICA ASCLEPIADES OLIVEIRA')])",3358658,CLINICA ASCLEPIADES OLIVEIRA
"OrderedDict([('codigo', '3372707')])","OrderedDict([('Nome', 'NEUROMED CLINICA NEUROLOGICA LTDA')])",3372707,NEUROMED CLINICA NEUROLOGICA LTDA
"OrderedDict([('codigo', '5524954')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO PAULO XAVIER TRINDADE')])",5524954,CONSULTORIO MEDICO PAULO XAVIER TRINDADE
"OrderedDict([('codigo', '3254992')])","OrderedDict([('Nome', 'MARIA DE FATIMA PEREIRA')])",3254992,MARIA DE FATIMA PEREIRA
"OrderedDict([('codigo', '3277437')])","OrderedDict([('Nome', 'FLAVIA CRISTINA DE LUCENA DANTAS')])",3277437,FLAVIA CRISTINA DE LUCENA DANTAS
"OrderedDict([('codigo', '2766590')])","OrderedDict([('Nome', 'CLINICA MATERNA')])",2766590,CLINICA MATERNA
"OrderedDict([('codigo', '3485544')])","OrderedDict([('Nome', 'ADEFERN')])",3485544,ADEFERN
"OrderedDict([('codigo', '5787408')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO VOUGRAM CAVALCANTI DIAS')])",5787408,CONSULTORIO ODONTOLOGICO VOUGRAM CAVALCANTI DIAS
"OrderedDict([('codigo', '3663531')])","OrderedDict([('Nome', 'CONSULTORIO DR MARCELO MONTORIL')])",3663531,CONSULTORIO DR MARCELO MONTORIL
"OrderedDict([('codigo', '2693585')])","OrderedDict([('Nome', 'INSTITUTO DO RIM')])",2693585,INSTITUTO DO RIM
"OrderedDict([('codigo', '7038232')])","OrderedDict([('Nome', 'CONSULTORIO DR DANUSA REGINA')])",7038232,CONSULTORIO DR DANUSA REGINA
"OrderedDict([('codigo', '7044259')])","OrderedDict([('Nome', 'VACINE FACIL')])",7044259,VACINE FACIL
"OrderedDict([('codigo', '7045301')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA JULIETA FERNANDES')])",7045301,CONSULTORIO ODONTOLOGICO DRA JULIETA FERNANDES
"OrderedDict([('codigo', '7054386')])","OrderedDict([('Nome', 'CENTRO CLINICO DO CIDADAO LTDA')])",7054386,CENTRO CLINICO DO CIDADAO LTDA
"OrderedDict([('codigo', '3576329')])","OrderedDict([('Nome', 'REABILITE')])",3576329,REABILITE
"OrderedDict([('codigo', '3576264')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR MARIANE GALVAO')])",3576264,CONSULTORIO ODONTOLOGICO DR MARIANE GALVAO
"OrderedDict([('codigo', '6305490')])","OrderedDict([('Nome', 'CLINICA NEUROCIRURGICA GINECOLOGICA E OBSTETRICA')])",6305490,CLINICA NEUROCIRURGICA GINECOLOGICA E OBSTETRICA
"OrderedDict([('codigo', '7140746')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA JULIANA GARCIA')])",7140746,CONSULTORIO ODONTOLOGICO DRA JULIANA GARCIA
